accuracy,recall,precision,f1_score,model,optim,lr,patience,min_delta,num_layers,hidden_size,dropout,epochs,batch_size,embedding_dim,train_time,name
0.579537729435758,0.5795152107734021,0.5789636156573646,0.578837011943094,RNN,adam,0.001,15,0.0001,2,128,0.2,21/200,64,100,43.13670039176941,model_1
0.6278042148198505,0.6277701498540292,0.6255607949236701,0.6260502074937291,RNN,sgd,0.001,15,0.0001,2,128,0.2,182/200,64,100,359.45949625968933,model_2
0.5968728755948335,0.596836145263406,0.5959944824080048,0.5958351995064702,RNN,adam,0.001995262314968879,15,0.0001,2,128,0.2,21/200,64,100,41.6532666683197,model_3
0.6298436437797417,0.6298154735900476,0.6296207817946948,0.6294258826324869,RNN,sgd,0.001995262314968879,15,0.0001,2,128,0.2,101/200,64,100,198.04572319984436,model_4
0.601631543167913,0.6015817540063936,0.6049296066912682,0.5924484697000546,RNN,adam,0.003981071705534973,15,0.0001,2,128,0.2,31/200,64,100,64.79466962814331,model_5
0.6203263086335826,0.6202812623520356,0.6281424241908223,0.6184122626045813,RNN,sgd,0.003981071705534973,15,0.0001,2,128,0.2,67/200,64,100,132.34860372543335,model_6
0.5057783820530252,0.5057424396873939,0.5060392968870261,0.5043993576127228,RNN,adam,0.00794328234724282,15,0.0001,2,128,0.2,26/200,64,100,53.0334358215332,model_7
0.6322229775662814,0.6321749290949815,0.6302265886644065,0.6282374578547595,RNN,sgd,0.00794328234724282,15,0.0001,2,128,0.2,47/200,64,100,91.40670228004456,model_8
0.3361658735554045,0.3363910905850618,0.34954787926099407,0.17370801465533056,RNN,adam,0.01584893192461114,15,0.0001,2,128,0.2,22/200,64,100,46.13321304321289,model_9
0.6315431679129844,0.6314901495766502,0.6344876340949965,0.6275547925549104,RNN,sgd,0.01584893192461114,15,0.0001,2,128,0.2,27/200,64,100,54.978758096694946,model_10
0.3283480625424881,0.3284046544203818,0.2189380604061427,0.26270845446409646,RNN,adam,0.03162277660168381,15,0.0001,2,128,0.2,17/200,64,100,34.35052680969238,model_11
0.6206662134602311,0.6206550306157121,0.6230392881368773,0.6214345946847553,RNN,sgd,0.03162277660168381,15,0.0001,2,128,0.2,23/200,64,100,44.85885310173035,model_12
0.33310673011556763,0.3333333333333333,0.11103557670518921,0.16658167601563828,RNN,adam,0.06309573444801936,15,0.0001,2,128,0.2,25/200,64,100,53.6051881313324,model_13
0.6155676410605031,0.6155252518948456,0.6172558936707667,0.6137153590647239,RNN,sgd,0.06309573444801936,15,0.0001,2,128,0.2,21/200,64,100,41.91725540161133,model_14
0.35791978246091094,0.3578272899373817,0.40219230699545233,0.22084103245108358,RNN,adam,0.12589254117941687,15,0.0001,2,128,0.2,18/200,64,100,36.28791427612305,model_15
0.6046906866077498,0.6046897862101007,0.6173428357685337,0.6077142557605374,RNN,sgd,0.12589254117941687,15,0.0001,2,128,0.2,21/200,64,100,41.39455199241638,model_16
0.3633582596872876,0.3632698135319367,0.36433343449137295,0.23075118815928833,RNN,adam,0.25118864315095824,15,0.0001,2,128,0.2,28/200,64,100,57.56376028060913,model_17
0.5152957171991842,0.5152863591919948,0.5295160868421845,0.5122279492011069,RNN,sgd,0.25118864315095824,15,0.0001,2,128,0.2,19/200,64,100,39.05321502685547,model_18
0.35622025832766824,0.35615712136026684,0.3658984973829286,0.3406928844837202,RNN,adam,0.5011872336272722,15,0.0001,2,128,0.2,18/200,64,100,37.03215026855469,model_19
0.32426920462270564,0.32420201515876484,0.31609134131555106,0.30554799928855936,RNN,sgd,0.5011872336272722,15,0.0001,2,128,0.2,19/200,64,100,37.97589087486267,model_20
