accuracy,recall,precision,f1_score,model,optim,lr,patience,min_delta,num_layers,hidden_size,dropout,epochs,batch_size,embedding_dim,train_time,name
0.6607749830047587,0.6607519052473181,0.6602010220961834,0.6599528560865955,LSTM,adam,0.001,15,0.0001,2,128,0.2,200,64,100,46.530272483825684,model_1
0.5591434398368457,0.5590699480607738,0.5590066218349548,0.5470584168283447,LSTM,sgd,0.001,15,0.0001,2,128,0.2,200,64,100,434.2828369140625,model_2
0.6641740312712441,0.6641314221917105,0.6608021309025948,0.660942236230671,LSTM,adam,0.001995262314968879,15,0.0001,2,128,0.2,200,64,100,42.45858907699585,model_3
0.6063902107409925,0.6063391513588106,0.6009895569901106,0.6020330941369096,LSTM,sgd,0.001995262314968879,15,0.0001,2,128,0.2,200,64,100,437.9635679721832,model_4
0.6777702243371856,0.6777396381590353,0.6777372377815114,0.6775697685384793,LSTM,adam,0.003981071705534973,15,0.0001,2,128,0.2,200,64,100,40.267407178878784,model_5
0.6284840244731476,0.6284473014486122,0.6252822352253314,0.6258820287689825,LSTM,sgd,0.003981071705534973,15,0.0001,2,128,0.2,200,64,100,436.30152106285095,model_6
0.671651937457512,0.6716012398843331,0.6687792179832398,0.668117407340115,LSTM,adam,0.00794328234724282,15,0.0001,2,128,0.2,200,64,100,39.80694031715393,model_7
0.6356220258327668,0.6355880782486287,0.6351040501173599,0.6304068470859573,LSTM,sgd,0.00794328234724282,15,0.0001,2,128,0.2,200,64,100,449.5755434036255,model_8
0.5513256288239293,0.5512762903326468,0.5457457987868274,0.5448821941576466,LSTM,adam,0.01584893192461114,15,0.0001,2,128,0.2,200,64,100,37.45277214050293,model_9
0.671651937457512,0.6716553287981859,0.6822448828489772,0.6726758814883617,LSTM,sgd,0.01584893192461114,15,0.0001,2,128,0.2,200,64,100,410.75919795036316,model_10
0.6614547926580557,0.6614207354705389,0.6601565919560906,0.6593631510345742,LSTM,adam,0.03162277660168381,15,0.0001,2,128,0.2,200,64,100,45.68019676208496,model_11
0.6624745071380014,0.662496966166691,0.6846573071444798,0.6626681317570048,LSTM,sgd,0.03162277660168381,15,0.0001,2,128,0.2,200,64,100,246.20387768745422,model_12
0.5506458191706323,0.5505967116714169,0.5829349143439648,0.5430692682785319,LSTM,adam,0.06309573444801936,15,0.0001,2,128,0.2,200,64,100,84.9106593132019,model_13
0.6628144119646499,0.6627830133072597,0.6728445343011772,0.6561872598917758,LSTM,sgd,0.06309573444801936,15,0.0001,2,128,0.2,200,64,100,168.61100792884827,model_14
0.512576478585996,0.5124314353672151,0.6335076417818394,0.4489905208776019,LSTM,adam,0.12589254117941687,15,0.0001,2,128,0.2,200,64,100,41.34067225456238,model_15
0.6798096532970768,0.6798009111901641,0.6843695756684424,0.6811260298492131,LSTM,sgd,0.12589254117941687,15,0.0001,2,128,0.2,200,64,100,125.16369342803955,model_16
0.33310673011556763,0.3333333333333333,0.11103557670518921,0.16658167601563828,LSTM,adam,0.25118864315095824,15,0.0001,2,128,0.2,200,64,100,55.782829999923706,model_17
0.6468388851121686,0.6467234600262123,0.678606783153542,0.6207971072968012,LSTM,sgd,0.25118864315095824,15,0.0001,2,128,0.2,200,64,100,98.55373406410217,model_18
0.3946295037389531,0.39457203880532843,0.3431914860705059,0.2868814042572177,LSTM,adam,0.5011872336272722,15,0.0001,2,128,0.2,200,64,100,36.979028940200806,model_19
0.6624745071380014,0.6624297017481815,0.6590554794313676,0.6595416167088397,LSTM,sgd,0.5011872336272722,15,0.0001,2,128,0.2,200,64,100,79.08996319770813,model_20
